duration_minutes,likes,comments,engagement_rate,Year,Month,Day,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,video_type_Shorts,Actual_Views,Predicted_Views,title,publishedAt
17,73514,3384.0,0.010592011019283747,2023,11,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5381293,5307811.19,I Bought UNUSUAL Beauty Products,2023-11-26
14,33604,1562.0,0.004843801652892562,2023,11,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1926669,1831556.68,Melting ULTRA Realistic VIRAL TikTok Candles,2023-11-04
56,9963,2596.0,0.0017298898071625344,2023,10,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,561151,572791.64,I Bought EVERY KYLIE X BRATZ Doll 🔴 LIVE EXPERIENCE 🔴,2023-10-28
0,812126,1877.0,0.11212162534435262,2023,10,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,68137115,46711126.44,4 Halloween Costume Options,2023-10-26
14,63541,2393.0,0.009081818181818182,2023,10,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2794889,3338646.58,I Bought 250 MYSTERY Costumes for CHEAP,2023-10-21
20,113101,4773.0,0.01623608815426997,2023,10,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7355203,7322016.29,FAILED and FORGOTTEN PRODUCTS of Disney Channel Stars,2023-10-07
84,10994,2151.0,0.0018106060606060605,2023,9,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,911374,807882.42,Baking a Realistic CAKE 🔴 LIVE EXPERIENCE 🔴,2023-09-30
0,181338,2864.0,0.025372176308539943,2023,9,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3226447,4390683.53,I DYED MY HAIR PINK,2023-09-26
28,127959,4574.0,0.018255234159779615,2023,9,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10155760,9386969.62,I Actually Bought 100 Tiktok Shop Products,2023-09-24
13,166387,6213.0,0.02377410468319559,2023,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10659027,10979046.78,I Bought the Internet's MOST ADORABLE Products,2023-09-09
17,81433,3902.0,0.011754132231404958,2023,8,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6564397,5990307.11,I Bought Discontinued BEAUTY Products from our CHILDHOOD,2023-08-27
1,279218,831.0,0.03857424242424243,2023,8,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6492741,7228089.16,3 CURSED Hair Tools that shouldn’t exist,2023-08-23
65,17449,4535.0,0.003028099173553719,2023,8,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1396933,1134406.44,Testing Viral Tiktok Art Hacks 🔴 LIVE EXPERIENCE 🔴,2023-08-16
15,156097,5316.0,0.022233195592286502,2023,8,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11384862,11169053.63,I Bought Tiktok’s RAREST Products,2023-08-06
19,120554,5837.0,0.01740922865013774,2023,7,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7419069,7480869.96,"$1 vs $1,000 Curling Iron!",2023-07-29
1,382785,868.0,0.05284476584022039,2023,7,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6916889,8458826.0,EVERY Barbie Dreamhouse TV! (1962-2023),2023-07-22
71,29431,5332.0,0.004788292011019284,2023,7,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2124079,2058325.99,I Bought Discontinued Barbies From Our Childhood 🔴 LIVE EXPERIENCE 🔴,2023-07-20
22,304355,24669.0,0.045320110192837465,2023,7,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20493662,18837460.55,I Bought Every Barbie Dreamhouse EVER,2023-07-15
0,113006,620.0,0.015650964187327823,2023,7,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3235150,3323893.96,I Bought EVERY Barbie Movie outfit,2023-07-11
10,113731,2524.0,0.016013085399449036,2023,7,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6050787,5543407.42,I Bought UNREALISTIC Instagram Products,2023-07-08
1,718017,2385.0,0.09922892561983471,2023,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,10054600,13601574.82,I Made my BARBIE Dream Shoes,2023-07-03
22,166574,10246.0,0.024355371900826445,2023,6,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12655504,11842280.36,I Bought LOST TEMU PACKAGES for CHEAP,2023-06-24
58,24258,3023.0,0.0037577134986225896,2023,6,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1349686,1268761.5,Opening a 100 lb MYSTERY Bale of Clothes! 🔴 LIVE EXPERIENCE 🔴,2023-06-17
15,130484,5792.0,0.018770798898071626,2023,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16207540,13403360.9,I Bought SATISFYING VIRAL Tiktok BEAUTY Products,2023-06-10
12,132082,4048.0,0.01875068870523416,2023,6,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7074038,7838800.93,I Bought UNREALISTIC Pinterest WEDDING DRESSES for CHEAP,2023-06-03
1,977512,3496.0,0.13512506887052342,2023,5,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,28411101,32761134.57,I bought a POPCORN CLOTHES collection!,2023-05-28
63,14638,3797.0,0.0025392561983471076,2023,5,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,719980,840906.37,Customizing CHANEL BAGS and GIVING them AWAY! 🔴 LIVE EXPERIENCE 🔴,2023-05-25
18,306968,17637.0,0.044711432506887056,2023,5,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22134538,19385770.72,I Bought DISCONTINUED Products from Our Childhood,2023-05-20
13,86301,2498.0,0.012231267217630855,2023,5,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4962515,4841874.25,I Bought Fashion from the FUTURE,2023-05-14
11,83938,3468.0,0.01203939393939394,2023,4,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3943592,4635128.43,I MADE 4 Iconic CELEBRITY DRESSES for CHEAP,2023-04-30
65,30508,5068.0,0.0049002754820936635,2023,4,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2582884,2356374.02,Opening LOST MAIL Packages 🔴 LIVE EXPERIENCE 🔴,2023-04-27
11,147496,4494.0,0.02093526170798898,2023,4,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7464839,7862320.7,I Bought the REAL VERSION of SCAM DRESSES,2023-04-22
0,383378,1656.0,0.053034986225895316,2023,4,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7851292,8445332.37,I made a Sunset Ombré WEDDING DRESS,2023-04-16
19,157399,5694.0,0.02246460055096419,2023,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15081592,13574951.8,I Bought UNREALISTIC Beauty Products,2023-04-02
0,1321539,2021.0,0.1823085399449036,2023,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29902369,36230119.04,I made LAVA LAMP SHOES,2023-03-17
78,15056,3677.0,0.0025803030303030304,2023,3,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1587947,1350519.04,Testing TikTok Art Hacks! 🔴 LIVE STREAM 🔴,2023-03-16
15,131237,8472.0,0.01924366391184573,2023,3,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12576506,10933815.8,I Bought VIRAL TIKTOK Products from our Childhood,2023-03-12
10,60247,2660.0,0.008664876033057852,2023,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5196312,4473446.95,The World's Biggest MINI Collection,2023-03-05
13,161726,4029.0,0.022831267217630853,2023,2,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8770757,8779447.92,I Bought UNREALISTIC Pinterest Products,2023-02-26
20,237155,5069.0,0.03336418732782369,2023,2,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7143230,8883707.74,Rating 10 POPULAR YouTuber Brands,2023-02-18
10,105848,4388.0,0.015184022038567493,2023,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9541365,8014005.43,I Bought SATISFYING Viral TikTok Products,2023-02-04
0,189282,1844.0,0.026325895316804408,2023,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7249746,6761455.95,this dress is MAGIC,2023-02-03
13,136630,8064.0,0.01993030303030303,2023,1,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7991926,10553981.71,I Bought 200 LOST MAIL Packages,2023-01-29
0,111867,388.0,0.015462121212121212,2023,1,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3008874,3405139.44,Will POP ROCKS turn into cotton candy?! *disaster*,2023-01-24
93,12350,3423.0,0.002172589531680441,2023,1,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1655854,1373305.06,Customizing Sneakers and Giving them Away! 🔴 LIVE STREAM 🔴,2023-01-21
1,126536,1744.0,0.017669421487603306,2023,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2395207,3091071.59,Will it COTTON CANDY?! Carmel Apple Pop Edition,2023-01-20
14,128791,4776.0,0.018397658402203858,2023,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11722225,10771361.61,I Bought VIRAL TikTok Candy,2023-01-14
1,1823283,22280.0,0.25420977961432506,2023,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50224206,45078514.07,I put A FISH in my CLEAR SHOES,2023-01-13
1,968486,13010.0,0.1351922865013774,2023,1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,32209083,33517624.94,I made ORBEEZ SHOES,2023-01-08
17,131121,5626.0,0.018835674931129476,2023,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9297548,10039934.02,"I Spent $10,000 on an LUXURY ABANDONED STORAGE UNIT",2023-01-01
1,303832,612.0,0.04193443526170799,2022,12,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,18468012,13162861.74,I MADE A SPRAY ON DRESS 🍜 👗,2022-12-28
35,13065,2407.0,0.002131129476584022,2022,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548789,583385.9,I Bought Shoe RETURNS for CHEAP 🔴 LIVE STREAM 🔴,2022-12-23
0,109717,1037.0,0.015255371900826447,2022,12,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2821413,3001482.11,Choosing my Christmas outfit 🎄,2022-12-21
12,142522,3958.0,0.020176308539944905,2022,12,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9955167,9324105.45,I Bought UNREALISTIC PINTEREST Accessories,2022-12-17
10,105986,4085.0,0.01516129476584022,2022,12,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4059285,5042066.16,I Bought a LIGHT UP Wardrobe,2022-12-10
0,131589,2343.0,0.01844793388429752,2022,12,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3217664,4241527.87,I CANT CHOOSE A STREAMY AWARDS OUTFIT 📸 🍿👗,2022-12-04
13,177559,5041.0,0.02515151515151515,2022,12,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15499449,13950804.52,I Bought the most SATISFYING Viral Tiktok Products,2022-12-03
1,378628,967.0,0.05228581267217631,2022,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7590589,8045086.82,Transforming my DIOR bag with CRYSTALS,2022-12-01
12,125043,4451.0,0.0178366391184573,2022,11,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8516787,7660891.61,I Bought MINI PRODUCTS that Actually Work + a MINI HOUSE,2022-11-26
14,78466,2971.0,0.011217217630853994,2022,11,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3854002,3969284.61,I Bought CRIME EVIDENCE Packages for CHEAP,2022-11-20
0,97167,656.0,0.013474242424242425,2022,11,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2794858,2854243.3,I’m the problem it’s me… #shorts #tsantiherochallenge,2022-11-16
1,348157,658.0,0.048046143250688705,2022,11,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6749970,9145897.95,Is my DESIGNER bag REAL or FAKE??,2022-11-13
45,18403,2386.0,0.0028634986225895315,2022,11,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,763164,885255.51,I Got 13 DESIGNER Wedding Dresses for FREE / GIVING THEM AWAY  🔴 LIVE STREAM 🔴,2022-11-13
10,85518,3089.0,0.012204820936639119,2022,11,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4357393,4398825.94,RUTHLESS REVIEW of SKIMS Dresses,2022-11-05
12,90918,8848.0,0.013741873278236914,2022,10,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3184796,4007095.03,"I Bought from Amazon ""Luxury""",2022-10-29
12,145008,3437.0,0.020446969696969696,2022,10,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7648666,7556911.23,I Bought Unrealistic Pinterest Outfits for CHEAP,2022-10-22
83,9462,1208.0,0.0014696969696969698,2022,10,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,541299,539396.16,Customizing an HERMES Bag & GIVING IT AWAY! 🔴 LIVE STREAM 🔴,2022-10-20
11,131954,5778.0,0.018971349862258954,2022,10,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8952819,8953489.62,I Bought the 10 most VIRAL Tiktok Products,2022-10-16
10,79980,2732.0,0.011392837465564739,2022,10,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3537700,3974590.14,I Bought Celebrity Wedding Dress Remakes for CHEAP,2022-10-09
12,77455,4819.0,0.011332506887052342,2022,9,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4265021,4176537.37,Rating YOUTUBER's Products,2022-09-24
9,133925,3554.0,0.01893650137741047,2022,9,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7442585,6896700.05,I Bought Custom VIRAL Tiktok Dresses,2022-09-18
10,113766,5669.0,0.016451101928374654,2022,9,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8638322,7518056.74,I Bought MINI PRODUCTS that Actually Work,2022-09-11
10,119764,4032.0,0.017051790633608815,2022,9,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5499603,6118880.82,I Bought Unrealistic Pinterest Dresses for CHEAP,2022-09-04
46,20457,2849.0,0.003210192837465565,2022,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,666521,997709.66,I Shopped Kim Kardashian’s Closet for YOU 🔴 LIVE STREAM 🔴,2022-09-01
9,95493,6406.0,0.014035674931129477,2022,8,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4684893,4582644.53,I Opened a $0.01 Yard Sale of LOST CARGO,2022-08-28
1,241364,597.0,0.03332796143250689,2022,8,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4423589,5975885.55,I Bought LOST CARGO and RETURNED it to the Owner,2022-08-25
15,181206,8949.0,0.026192148760330578,2022,8,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12467912,11870155.18,I Bought a TRUCKLOAD of LOST CARGO Packages,2022-08-21
11,129597,4816.0,0.01851418732782369,2022,8,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8864491,8535198.44,I Bought the 5 Most VIRAL Tiktok Products,2022-08-06
13,70769,3661.0,0.01025206611570248,2022,7,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5258567,4752850.49,I Survived in the World’s LONGEST HAIR EXTENSIONS,2022-07-23
23,211636,6476.0,0.03004297520661157,2022,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9613217,10512201.82,I Surprised Brides with their DREAM Wedding Dress *unlimited budget*,2022-07-10
14,101604,4656.0,0.014636363636363637,2022,6,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3481293,4561137.29,I Bought LOST LUGGAGE and RETURNED IT to the Owner + ft Safiya Nygaard,2022-06-26
9,121726,9148.0,0.0180267217630854,2022,6,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4356691,5224789.08,I Shopped at Amazon’s FIRST STORE for CHEAP,2022-06-11
8,122030,2754.0,0.017187878787878787,2022,5,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6925253,5225011.44,I Ordered the 5 most VIRAL Tiktok Products,2022-05-28
16,91903,3341.0,0.01311900826446281,2022,5,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5751972,4820304.06,Rating “Celebrity” Brands,2022-05-21
12,76029,2186.0,0.010773415977961432,2022,5,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3767172,3817300.25,I Bought Salvaged RETURNS for CHEAP,2022-05-14
116,17661,1755.0,0.0026743801652892563,2022,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2144442,1932679.0,Customizing a Louis Vuitton Bag and GIVING IT AWAY! 🔴 LIVE STREAM 🔴,2022-05-06
11,70141,2346.0,0.009984435261707988,2022,4,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3330488,3628142.63,I Bought the CHEAPEST WEDDING DRESSES Online,2022-04-30
1,2598356,5347.0,0.3586367768595041,2022,4,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,46694856,48099783.21,"Making Kardashian $7,000 Swarovski Crystal Boots for CHEAP",2022-04-28
10,84430,3058.0,0.01205068870523416,2022,4,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3555904,3845489.5,RUTHLESS REVIEW of YITTY by LIZZO Shapewear (aka fabletics),2022-04-23
13,115188,10757.0,0.017347796143250688,2022,4,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4531219,5575572.71,I Bought NORDSTROM RETURNS for CHEAP,2022-04-09
19,124961,3811.0,0.017737190082644627,2022,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8016021,7387253.81,Rating “YouTuber” Brands,2022-04-03
9,104302,9148.0,0.0156267217630854,2022,3,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4722813,5198468.13,RUTHLESS REVIEW of Skims Swim,2022-03-27
19,164631,5205.0,0.023393388429752065,2022,3,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10746604,10952225.17,I Bought 100 LOST MAIL Packages,2022-03-19
12,103033,2734.0,0.014568457300275481,2022,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7299858,6547127.52,I Tested the 5 most VIRAL Tiktok Products,2022-03-05
9,60882,2406.0,0.008717355371900826,2022,2,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2851506,3078066.78,I Won 7 WEDDING DRESSES at an Auction,2022-02-20
11,93863,1955.0,0.013198071625344353,2022,2,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3848717,4180474.82,I Bought USED TV Show Costumes for CHEAP at THIS STORE,2022-02-13
20,86459,2625.0,0.01227052341597796,2022,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5738380,5241797.0,The FAILED and FORGOTTEN Brands of the KARDASHIANS,2022-02-04
9,114930,2403.0,0.016161570247933885,2022,1,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5622095,5137098.38,I Bought VIRAL Tiktok Dresses,2022-01-27
8,130007,3518.0,0.018391873278236916,2022,1,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5593526,6453530.04,"I Lost $7,000 on Fake Luxury Items.. or did I?",2022-01-23
18,256051,11388.0,0.03683732782369146,2022,1,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14969098,13209324.58,"I Spent $7,000 on LOST CARGO Packages",2022-01-13
10,80102,1793.0,0.011280303030303031,2022,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169957,3895234.0,I Bought Brands that STOLE my Videos for Ads,2022-01-07
65,21145,1803.0,0.0031608815426997245,2021,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291682,1282736.41,Everything I KEPT from LOST CARGO 🔴 LIVE STREAM 🔴,2021-12-31
15,245286,6826.0,0.03472617079889807,2021,12,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10206372,10700733.52,I Bought LOST Cargo Packages for CHEAP,2021-12-23
10,63953,2589.0,0.00916556473829201,2021,12,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2202214,2919583.36,I Bought my Favorite MOVIE DRESSES,2021-12-16
8,85910,2620.0,0.012194214876033059,2021,12,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3613002,3749052.95,I Bought USED Kardashian Clothes & Recreated THEIR Photos,2021-12-12
8,30260,1889.0,0.004428236914600551,2021,12,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1048108,1062958.77,I Bought ACTIVEWEAR Returns for CHEAP,2021-12-05
9,82998,1502.0,0.011639118457300276,2021,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4831893,3953498.45,I Bought Tiktok’s WORST Fashion FAILS,2021-12-01
10,78573,3602.0,0.011318870523415977,2021,11,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3494862,3614602.12,RUTHLESS REVIEW of Skims X Fendi,2021-11-25
82,6618,477.0,0.0009772727272727272,2021,11,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,602116,509974.87,Black Friday Sales Shopping Guide 🔴 LIVE STREAM 🔴,2021-11-20
10,85651,2908.0,0.012198209366391185,2021,11,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3692040,3943375.61,I Bought PROM DRESS RETURNS for CHEAP,2021-11-18
7,98804,13757.0,0.01550426997245179,2021,11,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5873024,5486118.61,I Bought BACK my OWN LOST LUGGAGE,2021-11-11
10,176256,5403.0,0.025021900826446283,2021,11,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8295964,9828931.8,I Bought the 5 most VIRAL Tiktok Products,2021-11-03
11,77130,7116.0,0.011604132231404959,2021,10,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2839317,3284439.97,I Bought Iconic MOVIE DRESSES,2021-10-28
53,6905,781.0,0.0010586776859504133,2021,10,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,355241,497076.26,Pursue X Hope Review / Launch Party! 🔴 LIVE STREAM 🔴,2021-10-23
11,48401,1772.0,0.006910881542699724,2021,10,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2434012,2351628.49,"I Spent $2,000 on DIGITAL FASHION from the FUTURE",2021-10-21
